Unnamed: 0,white,black,result,opening,eco,num_moves,moves,moves_preview,accuracies,mean_white_accuracy,mean_black_accuracy
435338,mister_peanutbutter,Damianlamy,0-1,Scandinavian Defense: Modern Variation #2,B01,92,"['e2e4', 'd7d5', 'e4d5', 'g8f6', 'b1c3', 'f6d5', 'f1c4', 'e7e6', 'g1f3', 'c7c6', 'e1g1', 'f8e7', 'd2d4', 'e8g8', 'f1e1', 'b8d7', 'a2a3', 'e7f6', 'c3e4', 'f6e7', 'c4d3', 'h7h6', 'c2c4', 'd5f6', 'b2b3', 'f6e4', 'd3e4', 'd7f6', 'e4c2', 'c6c5', 'c1b2', 'c5d4', 'b2d4', 'b7b6', 'd1d3', 'c8b7', 'a1d1', 'e7c5', 'b3b4', 'c5d4', 'f3d4', 'f8e8', 'd3g3', 'd8b8', 'g3h4', 'a7a5', 'd4f3', 'b7f3', 'g2f3', 'a5b4', 'a3b4', 'a8a3', 'g1h1', 'a3f3', 'e1g1', 'b8f4', 'h4f4', 'f3f4', 'c2b3', 'f4f2', 'd1c1', 'f6e4', 'c4c5', 'f2b2', 'c1b1', 'b2b1', 'g1b1', 'b6c5', 'b3a4', 'e8b8', 'b4b5', 'e4c3', 'b1a1', 'c3a4', 'a1a4', 'b8b5', 'a4a8', 'g8h7', 'a8c8', 'b5b1', 'h1g2', 'b1c1', 'g2f2', 'f7f6', 'f2g3', 'e6e5', 'c8c7', 'c1c3', 'g3g4', 'h7g6', 'h2h4', 'h6h5']","['e2e4', 'd7d5', 'e4d5']","[0.041666666666666664, 0.16666666666666666, 0.012048192771084338, 0.3333333333333333, 0.00196078431372549, 0.5, 0.5, 0.2, 0.045454545454545456, 0.16666666666666666, 0.019230769230769232, 1.0, 0.058823529411764705, 0.5, 0.009174311926605505, 1.0, 0.017857142857142856, 0.125, 0.016666666666666666, 0.5, 1.0, 1.0, 0.007692307692307693, 1.0, 0.005025125628140704, 1.0, 0.0029239766081871343, 1.0, 0.0023923444976076554, 1.0, 0.012048192771084338, 1.0, 0.0023148148148148147, 0.25, 0.0019305019305019305, 0.5, 0.014285714285714285, 0.029411764705882353, 0.001026694045174538, 0.1111111111111111, 0.2, 0.16666666666666666, 0.004149377593360996, 0.5, 0.011627906976744186, 0.05, 0.125, 0.09090909090909091, 1.0, 0.002631578947368421, 1.0, 0.0029850746268656717, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.51,0.67
123850,Peaudepailles,Karina_Danova,1-0,King's Pawn Game: Maroczy Defense,B07,109,"['d2d4', 'd7d6', 'e2e4', 'e7e5', 'd4e5', 'd6e5', 'd1d8', 'e8d8', 'f1c4', 'f7f6', 'b1c3', 'c7c6', 'f2f3', 'f8c5', 'a2a4', 'a7a5', 'e1e2', 'd8c7', 'c1e3', 'c5e3', 'e2e3', 'g8e7', 'g1e2', 'e7g6', 'g2g3', 'b8a6', 'a1d1', 'a6c5', 'b2b3', 'g6f8', 'd1d2', 'c8e6', 'c4e6', 'f8e6', 'h1d1', 'h8d8', 'f3f4', 'd8d2', 'd1d2', 'a8e8', 'f4f5', 'e6f8', 'g3g4', 'e8d8', 'd2d8', 'c7d8', 'h2h4', 'h7h6', 'e2g3', 'd8e7', 'c3d1', 'f8d7', 'd1c3', 'e7f7', 'g3f1', 'f7e7', 'f1d2', 'd7b6', 'c3e2', 'e7f7', 'e2g3', 'f7e7', 'g3h5', 'e7f7', 'e3e2', 'b6c8', 'd2c4', 'c5e4', 'c4a5', 'c8d6', 'b3b4', 'g7g6', 'f5g6', 'f7g6', 'e2e3', 'f6f5', 'g4f5', 'g6h5', 'a5b7', 'h5h4', 'a4a5', 'd6f5', 'e3e4', 'f5e7', 'b7d6', 'e7d5', 'a5a6', 'd5b6', 'd6f5', 'h4g5', 'f5h6', 'g5h6', 'e4e5', 'b6c8', 'e5e6', 'h6g6', 'e6d7', 'c8a7', 'c2c4', 'g6f6', 'd7c7', 'f6e6', 'c7b7', 'c6c5', 'b4b5', 'e6d7', 'b7a7', 'd7c7', 'b5b6']","['d2d4', 'd7d6', 'e2e4']","[0.037037037037037035, 0.1, 0.007692307692307693, 0.5, 0.027777777777777776, 0.25, 0.00425531914893617, 1.0, 0.017241379310344827, 1.0, 0.02857142857142857, 1.0, 0.007042253521126761, 0.07692307692307693, 0.014925373134328358, 0.03571428571428571, 0.029411764705882353, 0.01818181818181818, 0.3333333333333333, 0.07142857142857142, 1.0, 0.045454545454545456, 0.5, 0.029411764705882353, 0.058823529411764705, 0.020833333333333332, 0.058823529411764705, 0.06666666666666667, 0.5, 1.0, 0.16666666666666666, 0.14285714285714285, 0.25, 1.0, 0.5, 0.009523809523809525, 0.125, 0.16666666666666666, 0.5, 0.047619047619047616, 0.2, 0.14285714285714285, 0.5, 0.1111111111111111, 0.02, 0.25, 0.1, 0.1111111111111111, 0.05, 0.5, 0.25, 0.058823529411764705, 0.3333333333333333, 0.14285714285714285, 0.3333333333333333, 0.02857142857142857, 0.5, 0.047619047619047616, 1.0, 0.03571428571428571, 0.07142857142857142, 0.014084507042253521, 0.5, 0.07142857142857142, 0.5, 1.0, 0.5, 0.09090909090909091, 0.02857142857142857, 0.038461538461538464, 0.02631578947368421, 0.002004008016032064, 0.2, 0.007575757575757576, 0.1111111111111111, 0.008849557522123894, 1.0, 0.05555555555555555, 0.045454545454545456, 0.5, 0.03571428571428571, 0.0011976047904191617, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.44,0.42
327792,taktycjusz,zsoltik,0-1,Richter-Veresov Attack,D01,66,"['d2d4', 'g8f6', 'b1c3', 'd7d5', 'c1g5', 'b8d7', 'd1d3', 'c7c5', 'd4c5', 'e7e6', 'e1c1', 'd7c5', 'd3g3', 'f8d6', 'g3h4', 'h7h6', 'f2f3', 'h8g8', 'g5d2', 'e6e5', 'e2e3', 'a7a6', 'g2g4', 'c8e6', 'g1h3', 'g7g5', 'h4h6', 'd6f8', 'h6g5', 'g8g5', 'h3g5', 'd8c7', 'h2h4', 'f8h6', 'e3e4', 'd5d4', 'c3d5', 'e6d5', 'e4d5', 'f6d5', 'f1c4', 'e8c8', 'c1b1', 'f7f6', 'g5h3', 'h6d2', 'd1d2', 'd5e3', 'c4b3', 'a6a5', 'a2a3', 'c5b3', 'c2b3', 'c8b8', 'h1c1', 'c7f7', 'c1c5', 'f7b3', 'c5a5', 'd8c8', 'h4h5', 'e3c4', 'h5h6', 'c4d2', 'b1a1', 'c8c1']","['d2d4', 'g8f6', 'b1c3']","[0.06666666666666667, 1.0, 0.045454545454545456, 0.5, 0.047619047619047616, 0.07692307692307693, 0.01282051282051282, 0.013888888888888888, 0.016129032258064516, 0.007633587786259542, 1.0, 0.008695652173913044, 0.2, 0.001589825119236884, 0.06666666666666667, 0.0013717421124828531, 0.00303951367781155, 0.0011806375442739079, 0.1111111111111111, 0.0019305019305019305, 0.007352941176470588, 0.0010672358591248667, 0.019230769230769232, 0.007936507936507936, 1.0, 0.1111111111111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.029411764705882353, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.68,0.63
338735,OccasionalBlunder,Nosrati1354,0-1,Grob Opening,A00,80,"['g2g4', 'h7h5', 'g4h5', 'h8h5', 'f1g2', 'g8f6', 'd2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'd5c4', 'e2e4', 'h5h8', 'a2a4', 'e7e5', 'd4e5', 'd8d1', 'c3d1', 'f6g4', 'f2f4', 'h8h2', 'h1h2', 'g4h2', 'd1e3', 'h2g4', 'e3c4', 'b8a6', 'c1d2', 'a6b4', 'c4d6', 'f8d6', 'e5d6', 'b4c2', 'e1e2', 'c2a1', 'd2c3', 'f7f6', 'e2f3', 'a1b3', 'g2h3', 'g4h6', 'h3f1', 'c8e6', 'f4f5', 'e6f7', 'f3f4', 'e8c8', 'e4e5', 'f6e5', 'c3e5', 'b3c5', 'e5g7', 'h6g8', 'g7e5', 'c5d7', 'f1h3', 'g8f6', 'e5d4', 'c6c5', 'd4c3', 'f6d5', 'f4g5', 'd5c3', 'b2c3', 'c8b8', 'g1f3', 'b7b6', 'g5f4', 'd8h8', 'f3g5', 'h8f8', 'h3g4', 'f7c4', 'g5h7', 'f8h8', 'h7g5', 'd7f6', 'f4e5', 'f6g4']","['g2g4', 'h7h5', 'g4h5']","[0.017241379310344827, 0.0019646365422396855, 0.16666666666666666, 0.003205128205128205, 0.003134796238244514, 0.010638297872340425, 0.5, 0.011363636363636364, 0.5, 0.003215434083601286, 1.0, 0.022222222222222223, 0.25, 0.0012787723785166241, 0.14285714285714285, 0.00558659217877095, 1.0, 0.008264462809917356, 1.0, 0.002770083102493075, 1.0, 0.024390243902439025, 0.5, 0.0058823529411764705, 0.5, 0.043478260869565216, 0.08333333333333333, 0.1, 0.007042253521126761, 0.16666666666666666, 0.047619047619047616, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.77,0.64
473398,Marwol,RiverUltimo,0-1,Bogo-Indian Defense: Exchange Variation,E11,92,"['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'f8b4', 'c1d2', 'b4d2', 'b1d2', 'd7d6', 'g2g3', 'b7b6', 'f1g2', 'c8b7', 'd1c2', 'b8d7', 'e1g1', 'd8e7', 'f1e1', 'e8g8', 'e2e4', 'e6e5', 'd4e5', 'd6e5', 'd2f1', 'c7c5', 'f1e3', 'd7b8', 'e3d5', 'e7d8', 'a1d1', 'b8c6', 'b2b3', 'c6d4', 'f3d4', 'e5d4', 'f2f4', 'f8e8', 'c2d3', 'g7g6', 'h2h3', 'g8g7', 'g1h2', 'e8h8', 'd3f3', 'h7h5', 'e4e5', 'f6g4', 'h2g1', 'g4e3', 'd1d3', 'e3g2', 'f3g2', 'h8e8', 'd3d1', 'e8h8', 'g2e4', 'd8d7', 'e1f1', 'd7h3', 'f4f5', 'h3g3', 'g1h1', 'a8e8', 'e5e6', 'g3h3', 'h1g1', 'h3g3', 'g1h1', 'h5h4', 'd1d3', 'g3g5', 'f5f6', 'g7f8', 'e6e7', 'f8g8', 'f1g1', 'b7d5', 'c4d5', 'g5f6', 'g1e1', 'f6d6', 'd3f3', 'g8g7', 'e4e5', 'd6e5', 'e1e5', 'f7f6', 'e5e6', 'g7f7', 'f3e3', 'd4e3']","['d2d4', 'g8f6', 'c2c4']","[0.3333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.2, 0.25, 0.041666666666666664, 0.3333333333333333, 0.023809523809523808, 1.0, 0.05263157894736842, 0.5, 0.022727272727272728, 0.5, 0.034482758620689655, 0.2, 0.037037037037037035, 0.14285714285714285, 0.02564102564102564, 0.25, 0.017543859649122806, 0.07142857142857142, 0.005649717514124294, 0.0035971223021582736, 0.08333333333333333, 0.013888888888888888, 0.006896551724137931, 0.003952569169960474, 0.043478260869565216, 1.0, 0.0012853470437017994, 0.037037037037037035, 0.03571428571428571, 0.16666666666666666, 0.022727272727272728, 1.0, 0.004, 0.3333333333333333, 0.008771929824561403, 0.07142857142857142, 0.0018656716417910447, 0.3333333333333333, 0.0021598272138228943, 0.5, 0.007518796992481203, 1.0, 0.001310615989515072, 1.0, 0.017241379310344827, 1.0, 0.0010162601626016261, 0.06666666666666667, 0.3333333333333333, 0.014084507042253521, 0.013513513513513514, 0.006756756756756757, 0.006666666666666667, 0.011494252873563218, 0.3333333333333333, 0.011111111111111112, 1.0, 1.0, 1.0, 0.08333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 0.001, 0.0011467889908256881, 0.047619047619047616, 0.0010471204188481676, 0.014705882352941176, 1.0, 0.027777777777777776, 0.003205128205128205, 0.03125, 0.05263157894736842, 1.0, 1.0, 0.02127659574468085, 1.0, 0.02564102564102564, 1.0, 0.06666666666666667, 0.3333333333333333, 0.002976190476190476, 0.06666666666666667, 0.03125, 0.000999000999000999, 1.0]",0.25,0.36
293703,leninkomonist,Chessy_Chames,1-0,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",B33,54,"['e2e4', 'c7c5', 'g1f3', 'b8c6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'e7e5', 'd4b5', 'd7d6', 'c1g5', 'a7a6', 'b5a3', 'b7b5', 'c3d5', 'f8e7', 'g5f6', 'e7f6', 'f1e2', 'e8g8', 'c2c4', 'd8a5', 'e1f1', 'f6g5', 'c4b5', 'c6d4', 'a3c4', 'a5b5', 'd5c7', 'b5c6', 'c7a8', 'c6a8', 'c4d6', 'c8e6', 'd1d3', 'f8d8', 'h2h4', 'g5h6', 'd6c4', 'd4e2', 'd3e2', 'd8d4', 'c4e5', 'd4e4', 'e2f3', 'a8d5', 'a1d1', 'h6d2', 'd1d2', 'd5d2', 'f3e4', 'd2b2']","['e2e4', 'c7c5', 'g1f3']","[0.09090909090909091, 0.5, 0.25, 0.2, 0.09090909090909091, 0.3333333333333333, 0.1, 0.2, 0.25, 0.3333333333333333, 0.00423728813559322, 0.5, 0.025, 0.3333333333333333, 0.007518796992481203, 1.0, 0.037037037037037035, 0.16666666666666666, 0.16666666666666666, 0.5, 0.021739130434782608, 0.14285714285714285, 0.01639344262295082, 0.07692307692307693, 0.05555555555555555, 0.004901960784313725, 0.0019723865877712033, 0.25, 0.006134969325153374, 1.0, 0.0125, 1.0, 0.02127659574468085, 1.0, 0.005813953488372093, 1.0, 0.007194244604316547, 0.05, 0.3333333333333333, 0.005847953216374269, 0.0625, 0.014705882352941176, 0.004291845493562232, 0.5, 0.0011210762331838565, 1.0, 0.0024691358024691358, 0.0013986013986013986, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.17,0.49
12044,zvonokchess,JonahK,1-0,Reti Opening #2,A04,73,"['g1f3', 'g8f6', 'g2g3', 'c7c5', 'f1g2', 'b8c6', 'd2d4', 'c5d4', 'f3d4', 'g7g6', 'e1g1', 'f8g7', 'c2c4', 'e8g8', 'b1c3', 'd7d6', 'd4c6', 'b7c6', 'g2c6', 'a8b8', 'c6g2', 'd8a5', 'c3b5', 'c8e6', 'b2b3', 'b8b5', 'c4b5', 'a5b5', 'c1b2', 'a7a5', 'd1d3', 'b5d3', 'e2d3', 'f8b8', 'b2c3', 'f6d7', 'c3g7', 'g8g7', 'd3d4', 'd7b6', 'f1e1', 'g7f6', 'a1c1', 'e6d5', 'c1c7', 'e7e6', 'c7a7', 'd5g2', 'g1g2', 'a5a4', 'b3a4', 'b6d5', 'a4a5', 'b8b2', 'a5a6', 'b2a2', 'e1b1', 'd5e3', 'g2g1', 'e3f5', 'b1b7', 'f5d4', 'b7f7', 'f6e5', 'a7a8', 'd6d5', 'a6a7', 'd4c6', 'f7h7', 'd5d4', 'h7c7', 'e5d6', 'c7c6']","['g1f3', 'g8f6', 'g2g3']","[0.0625, 0.2, 0.034482758620689655, 0.16666666666666666, 0.009433962264150943, 0.1111111111111111, 0.04, 0.1111111111111111, 0.5, 0.021739130434782608, 0.045454545454545456, 0.14285714285714285, 0.1111111111111111, 0.058823529411764705, 0.25, 0.1, 0.06666666666666667, 0.5, 0.004149377593360996, 0.5, 0.08333333333333333, 0.5, 0.011627906976744186, 0.16666666666666666, 0.023809523809523808, 1.0, 0.02564102564102564, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.08333333333333333]",0.47,0.74
169403,norba94,IvanBorin,1-0,Nimzo-Larsen Attack: Classical Variation,A01,113,"['b2b3', 'd7d5', 'c1b2', 'c7c6', 'e2e3', 'g8f6', 'g1f3', 'c8g4', 'f1e2', 'b8d7', 'e1g1', 'e7e6', 'd2d3', 'd8c7', 'b1d2', 'f8d6', 'h2h3', 'g4f3', 'd2f3', 'd7e5', 'c2c4', 'e5f3', 'e2f3', 'd6e5', 'a1b1', 'e5b2', 'b1b2', 'e8g8', 'b2c2', 'c7d6', 'd3d4', 'a7a5', 'd1c1', 'a5a4', 'c4c5', 'd6c7', 'b3b4', 'e6e5', 'a2a3', 'e5e4', 'f3e2', 'f6e8', 'b4b5', 'f7f5', 'c2b2', 'g7g5', 'c1b1', 'f8f7', 'b5c6', 'b7c6', 'b2b6', 'a8c8', 'e2h5', 'f7g7', 'h5e8', 'c8e8', 'b1b4', 'f5f4', 'b4a4', 'e8c8', 'f1b1', 'f4e3', 'f2e3', 'g5g4', 'b6b7', 'c7b7', 'b1b7', 'g7b7', 'h3g4', 'c8c7', 'a4a8', 'g8g7', 'a8e8', 'b7a7', 'g1h2', 'h7h6', 'h2g3', 'a7b7', 'g3h4', 'c7d7', 'h4h5', 'g7h7', 'e8g6', 'h7h8', 'g6f6', 'h8g8', 'f6c6', 'd7g7', 'c6d5', 'g8h8', 'd5e4', 'b7b2', 'h5h4', 'b2f2', 'c5c6', 'h6h5', 'g4h5', 'f2g2', 'h4h3', 'g2g3', 'h3h4', 'g3g2', 'e4f4', 'g2g1', 'f4f3', 'g1g2', 'h4h3', 'g2g5', 'd4d5', 'g5e5', 'e3e4', 'g7g5', 'f3f8']","['b2b3', 'd7d5', 'c1b2']","[0.018867924528301886, 0.14285714285714285, 0.125, 0.14285714285714285, 0.5, 0.05555555555555555, 0.14285714285714285, 1.0, 0.06666666666666667, 0.16666666666666666, 0.5, 0.09090909090909091, 0.25, 0.030303030303030304, 0.2, 0.14285714285714285, 1.0, 0.14285714285714285, 0.06666666666666667, 0.25, 0.038461538461538464, 1.0, 0.3333333333333333, 0.5, 0.03333333333333333, 0.018518518518518517, 0.14285714285714285, 0.08333333333333333, 0.043478260869565216, 0.25, 0.038461538461538464, 0.2, 0.3333333333333333, 0.125, 0.041666666666666664, 0.5, 0.05263157894736842, 0.5, 0.013333333333333334, 0.16666666666666666, 0.005813953488372093, 0.5, 0.010416666666666666, 0.5, 0.017241379310344827, 0.5, 0.004901960784313725, 0.5, 0.022727272727272728, 0.5, 0.03225806451612903, 0.5, 0.008771929824561403, 1.0, 0.03333333333333333, 0.5, 0.009174311926605505, 0.1111111111111111, 0.007462686567164179, 0.047619047619047616, 0.0012484394506866417, 0.3333333333333333, 0.0032679738562091504, 0.16666666666666666, 0.07692307692307693, 0.01639344262295082, 0.047619047619047616, 1.0, 0.007575757575757576, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0, 0.25, 1.0, 0.00141643059490085, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.16666666666666666, 1.0, 0.16666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.35,0.6
230836,B0N0B0,PPokerChess,0-1,Ruy Lopez: Fianchetto Defense,C60,84,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'f1e1', 'a7a6', 'b5f1', 'd7d6', 'c2c3', 'g8e7', 'h2h3', 'e8g8', 'd2d4', 'h7h6', 'g2g3', 'g8h7', 'f1g2', 'f7f5', 'b1d2', 'e5d4', 'c3d4', 'c6d4', 'f3d4', 'g7d4', 'd2f3', 'd4g7', 'd1e2', 'e7c6', 'e4f5', 'c8f5', 'f3h4', 'c6d4', 'e2f1', 'd6d5', 'h4f5', 'f8f5', 'e1d1', 'c7c5', 'c1e3', 'd8d6', 'a1c1', 'a8e8', 'f1d3', 'a6a5', 'a2a3', 'a5a4', 'g1h1', 'b7b6', 'd3a6', 'd4b3', 'a6a4', 'e8e3', 'f2e3', 'b3c1', 'd1c1', 'd6g3', 'a4g4', 'g3e3', 'c1d1', 'd5d4', 'h3h4', 'f5f4', 'g4h3', 'e3h3', 'g2h3', 'f4h4', 'h1g2', 'h4f4', 'h3d7', 'f4f6', 'd7b5', 'h6h5', 'g2g3', 'h7h6', 'g3h3', 'f6f3', 'h3g2', 'f3b3', 'd1d2', 'b3b5']","['e2e4', 'e7e5', 'g1f3']","[0.125, 0.25, 0.16666666666666666, 0.3333333333333333, 0.010101010101010102, 0.5, 0.08333333333333333, 0.25, 0.043478260869565216, 0.09090909090909091, 0.14285714285714285, 0.1, 0.02, 0.012345679012345678, 0.018867924528301886, 0.16666666666666666, 0.007462686567164179, 0.3333333333333333, 0.021739130434782608, 0.07142857142857142, 0.02857142857142857, 0.16666666666666666, 0.07142857142857142, 0.0037313432835820895, 0.024390243902439025, 0.012987012987012988, 0.3333333333333333, 0.03225806451612903, 1.0, 0.058823529411764705, 0.25, 0.0045662100456621, 0.25, 0.025, 1.0, 0.0015503875968992248, 0.5, 0.001692047377326565, 1.0, 0.03333333333333333, 1.0, 0.0019157088122605363, 1.0, 0.0010235414534288639, 0.022222222222222223, 0.07142857142857142, 1.0, 0.0072992700729927005, 1.0, 0.03225806451612903, 1.0, 0.0064516129032258064, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.62,0.42
492675,Danirod,Farmville,1-0,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",C58,107,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'f3g5', 'd7d5', 'e4d5', 'c6a5', 'c4b5', 'c7c6', 'd5c6', 'b7c6', 'b5d3', 'f6d5', 'g5f3', 'f8d6', 'e1g1', 'd5f4', 'f1e1', 'f4d3', 'c2d3', 'e8g8', 'f3e5', 'd8c7', 'd3d4', 'c6c5', 'b1c3', 'c7b8', 'd1a4', 'c5d4', 'a4a5', 'f8e8', 'e5f3', 'd6h2', 'g1h1', 'e8e1', 'f3e1', 'h2c7', 'a5b5', 'c8b7', 'c3d5', 'b8e8', 'b5e8', 'a8e8', 'd5c7', 'e8e1', 'h1h2', 'a7a6', 'b2b3', 'e1e7', 'c1b2', 'e7c7', 'b2d4', 'f7f6', 'd4c3', 'g8f7', 'a1e1', 'c7c5', 'f2f3', 'c5h5', 'h2g3', 'a6a5', 'e1e3', 'b7c6', 'e3d3', 'a5a4', 'b3a4', 'c6a4', 'd3d4', 'a4b5', 'a2a4', 'b5f1', 'g3f2', 'f1a6', 'd4d6', 'a6c8', 'd6c6', 'c8d7', 'c6a6', 'h5h1', 'a4a5', 'h1f1', 'f2g3', 'h7h5', 'a6d6', 'f7e7', 'c3b4', 'f1b1', 'd6b6', 'e7f7', 'a5a6', 'b1a1', 'b6b7', 'f7e6', 'a6a7', 'g7g5', 'b4c5', 'h5h4', 'g3f2', 'd7c6', 'b7c7', 'e6d5', 'c5e3', 'c6b5', 'c7c5']","['e2e4', 'e7e5', 'g1f3']","[0.06666666666666667, 0.16666666666666666, 0.1111111111111111, 1.0, 0.03125, 0.3333333333333333, 0.03333333333333333, 0.05, 0.012195121951219513, 0.2, 0.03333333333333333, 0.125, 0.022222222222222223, 0.5, 0.1, 0.14285714285714285, 0.14285714285714285, 0.011111111111111112, 0.02702702702702703, 0.14285714285714285, 0.14285714285714285, 0.5, 0.006172839506172839, 0.02040816326530612, 0.09090909090909091, 0.03571428571428571, 0.06666666666666667, 0.014925373134328358, 0.03125, 0.002352941176470588, 0.0014104372355430183, 0.5, 0.0036900369003690036, 0.5, 0.0010787486515641855, 0.5, 0.05, 1.0, 0.0029940119760479044, 0.5, 0.14285714285714285, 1.0, 0.1, 1.0, 0.012048192771084338, 1.0, 0.005494505494505495, 1.0, 0.022727272727272728, 1.0, 0.0011494252873563218, 1.0, 0.00117096018735363, 0.5, 0.02702702702702703, 0.5, 0.014925373134328358, 0.125, 0.058823529411764705, 0.2, 0.008771929824561403, 0.25, 0.125, 0.2, 0.003436426116838488, 0.1, 0.021739130434782608, 0.5, 1.0, 1.0, 0.06666666666666667, 0.3333333333333333, 0.09090909090909091, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 0.05263157894736842, 1.0, 0.030303030303030304, 0.5, 0.3333333333333333, 1.0, 0.25, 1.0, 1.0, 1.0, 0.020833333333333332, 1.0, 0.5, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.08333333333333333, 1.0, 0.025, 1.0, 0.006711409395973154, 1.0, 1.0]",0.2,0.61
