Unnamed: 0,white,black,result,opening,eco,num_moves,moves,moves_preview,accuracies,mean_white_accuracy,mean_black_accuracy
576625,Blitz-Dragon,apelsins,1-0,Réti Opening #2,A04,75,"['g1f3', 'g8f6', 'f3g1', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5e4', 'f3e5', 'd7d5', 'e2e3', 'c6e5', 'd4e5', 'f6g4', 'h2h3', 'g4e5', 'c1d2', 'f8d6', 'd2a5', 'c8e6', 'f1b5', 'e5d7', 'b5d7', 'd8d7', 'a5c3', 'e8g8', 'd1d4', 'f7f6', 'd4d1', 'c7c5', 'e1g1', 'a8d8', 'a2a4', 'g8h8', 'f1e1', 'e6h3', 'b1a3', 'd7g4', 'd1g4', 'h3g4', 'a3b5', 'd6b8', 'c3d2', 'g4e6', 'd2a5', 'b7b6', 'a5d2', 'a7a6', 'b5c3', 'f6f5', 'c3e2', 'g7g5', 'd2c3', 'h8g8', 'a4a5', 'b6b5', 'b2b4', 'c5c4', 'f2f4', 'e4f3', 'g2f3', 'e6f7', 'g1f2', 'h7h6', 'e1h1', 'g8h7', 'c3f6', 'f8g8', 'f6d8', 'g8d8', 'e2d4', 'h7g6', 'd4c6', 'd8c8', 'c6e7']","['g1f3', 'g8f6', 'f3g1']","[0.03225806451612903, 1.0, 0.023255813953488372, 0.004291845493562232, 0.5, 0.0027397260273972603, 1.0, 0.006622516556291391, 0.3333333333333333, 0.0013192612137203166, 0.3333333333333333, 0.03125, 1.0, 0.001692047377326565, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0, 0.25, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 0.2, 1.0, 0.0021008403361344537, 0.5, 0.0014285714285714286, 1.0, 0.005, 0.07142857142857142, 0.2, 0.25, 0.03125, 0.06666666666666667, 0.017241379310344827, 0.125, 0.1111111111111111, 1.0]",0.8,0.52
531984,thujer,macalmisu,1-0,Budapest Defense: Fajarowicz Variation,A51,65,"['d2d4', 'g8f6', 'c2c4', 'e7e5', 'd4e5', 'f6e4', 'a2a3', 'b8c6', 'g1f3', 'd7d6', 'b1d2', 'e4d2', 'c1d2', 'd6e5', 'd2c3', 'd8d1', 'a1d1', 'f7f6', 'e2e3', 'c8e6', 'f1e2', 'f8e7', 'e1g1', 'e8f7', 'b2b4', 'a8d8', 'h2h3', 'd8d1', 'f1d1', 'h8d8', 'd1c1', 'c6b8', 'g1f1', 'b8d7', 'c4c5', 'd7b8', 'f1e1', 'b8c6', 'f3d2', 'e6d5', 'e2c4', 'f7e6', 'e1e2', 'g7g6', 'b4b5', 'c6b8', 'c3b4', 'b8d7', 'c4d5', 'e6d5', 'd2b3', 'c7c6', 'a3a4', 'd5e6', 'b3a5', 'd8b8', 'b5c6', 'b7c6', 'a5c6', 'b8e8', 'c6e7', 'e8e7', 'c5c6', 'd7b6', 'b4e7']","['d2d4', 'g8f6', 'c2c4']","[0.09090909090909091, 1.0, 0.25, 0.14285714285714285, 0.0041841004184100415, 1.0, 0.008928571428571428, 1.0, 0.012345679012345678, 1.0, 0.0011723329425556857, 0.058823529411764705, 0.043478260869565216, 1.0, 0.03225806451612903, 1.0, 0.1, 0.5, 0.16666666666666666, 0.0032679738562091504, 0.25, 0.05263157894736842, 0.125, 0.058823529411764705, 0.07692307692307693, 0.0021551724137931034, 0.3333333333333333, 0.015384615384615385, 0.5, 0.007692307692307693, 0.0625, 0.009259259259259259, 0.16666666666666666, 0.02631578947368421, 0.05555555555555555, 0.1111111111111111, 0.017241379310344827, 0.14285714285714285, 0.07142857142857142, 0.2, 0.0625, 0.5, 0.125, 0.3333333333333333, 0.02, 0.022727272727272728, 0.045454545454545456, 0.012195121951219513, 0.14285714285714285, 1.0, 0.006666666666666667, 1.0, 0.0013831258644536654, 0.5, 0.0016638935108153079, 0.1, 0.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.21,0.46
411470,lerose,Prokofiev,0-1,Sicilian Defense: Four Knights Variation,B45,38,"['e2e4', 'c7c5', 'g1f3', 'e7e6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'b8c6', 'c1e3', 'f8b4', 'f1d3', 'e6e5', 'd4c6', 'b7c6', 'e1g1', 'd7d5', 'e4d5', 'c6d5', 'd3b5', 'c8d7', 'c3d5', 'd7b5', 'd5b4', 'b5f1', 'd1f1', 'e8g8', 'a1d1', 'd8e7', 'c2c3', 'a7a5', 'b4c6', 'e7c7', 'f1b5', 'f8c8', 'c6e5', 'a8b8']","['e2e4', 'c7c5', 'g1f3']","[0.16666666666666666, 1.0, 0.0056179775280898875, 1.0, 0.07692307692307693, 1.0, 0.07692307692307693, 1.0, 0.0058823529411764705, 0.5, 0.02040816326530612, 1.0, 0.08333333333333333, 0.08333333333333333, 0.05555555555555555, 0.25, 0.08333333333333333, 0.125, 0.005319148936170213, 1.0, 0.01818181818181818, 0.3333333333333333, 0.024390243902439025, 0.006756756756756757, 0.5, 0.010526315789473684, 1.0, 0.0019230769230769232, 1.0, 1.0, 1.0, 0.003861003861003861, 1.0, 0.14285714285714285, 1.0, 1.0, 1.0, 1.0]",0.37,0.55
28656,mecker,Miguoel,0-1,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",B47,152,"['e2e4', 'c7c5', 'g1f3', 'e7e6', 'd2d4', 'c5d4', 'f3d4', 'b8c6', 'b1c3', 'd8c7', 'd4b5', 'c7b8', 'c1e3', 'a7a6', 'b5d4', 'g8f6', 'f2f4', 'f8b4', 'f1d3', 'd7d5', 'e4e5', 'f6e4', 'd3e4', 'd5e4', 'd4c6', 'b7c6', 'e1g1', 'e8g8', 'd1d4', 'c6c5', 'd4e4', 'c8b7', 'e4c4', 'f8d8', 'c3e4', 'b7d5', 'c4d3', 'c5c4', 'd3d4', 'b8b7', 'e4d6', 'b4d6', 'e5d6', 'd8d6', 'd4e5', 'a8d8', 'f1f2', 'd5e4', 'a1e1', 'e4f5', 'h2h3', 'b7b4', 'e1f1', 'd6d5', 'e5c3', 'b4c3', 'b2c3', 'd8b8', 'e3d4', 'b8b2', 'f1a1', 'f5c2', 'a1c1', 'c2e4', 'f2b2', 'h7h6', 'a2a4', 'g8h7', 'b2b4', 'g7g5', 'f4g5', 'd5g5', 'b4b2', 'e6e5', 'd4e3', 'g5g3', 'c1e1', 'f7f5', 'g1h2', 'g3g7', 'b2b6', 'g7g2', 'h2h1', 'g2e2', 'h1g1', 'e2e1', 'g1f2', 'e1h1', 'b6h6', 'h7g7', 'h6a6', 'f5f4', 'e3c5', 'h1h2', 'f2e1', 'e4d3', 'a6e6', 'e5e4', 'c5d4', 'g7f7', 'e6f6', 'f7e7', 'f6f4', 'h2h3', 'a4a5', 'h3h1', 'e1f2', 'h1a1', 'd4b6', 'a1a2', 'f2e3', 'e7e6', 'e3d4', 'e6d6', 'f4h4', 'd6c6', 'h4h6', 'c6b5', 'h6h5', 'b5a6', 'h5h6', 'a2e2', 'b6c7', 'a6b7', 'a5a6', 'b7c7', 'a6a7', 'e2a2', 'h6h7', 'c7b6', 'h7h6', 'b6a7', 'h6h7', 'a7b6', 'h7h6', 'b6c7', 'h6h7', 'c7d6', 'h7h6', 'd6e7', 'h6h7', 'e7f6', 'h7h6', 'f6g5', 'h6h7', 'e4e3', 'h7g7', 'g5f6', 'g7g2', 'a2g2', 'd4e3', 'f6e5']","['e2e4', 'c7c5', 'g1f3']","[0.125, 1.0, 0.041666666666666664, 0.3333333333333333, 0.02564102564102564, 1.0, 0.25, 1.0, 0.029411764705882353, 0.5, 0.012987012987012988, 0.3333333333333333, 0.2, 1.0, 0.08333333333333333, 0.2, 0.030303030303030304, 0.5, 0.009433962264150943, 0.017857142857142856, 0.005025125628140704, 0.5, 0.07142857142857142, 1.0, 0.0625, 1.0, 0.14285714285714285, 1.0, 0.0013192612137203166, 1.0, 0.015151515151515152, 0.05263157894736842, 0.125, 0.05263157894736842, 0.0015290519877675841, 0.00510204081632653, 1.0, 0.0036496350364963502, 1.0, 0.010309278350515464, 1.0, 0.009259259259259259, 1.0, 0.0013123359580052493, 1.0, 0.02857142857142857, 1.0, 0.0625, 0.3333333333333333, 0.00392156862745098, 1.0, 0.005813953488372093, 0.16666666666666666, 0.009009009009009009, 1.0, 0.0037313432835820895, 1.0, 0.005780346820809248, 0.5, 0.0041841004184100415, 0.3333333333333333, 0.00273224043715847, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.000999000999000999, 0.0031746031746031746, 1.0, 0.0029498525073746312, 1.0, 0.01, 1.0, 0.004761904761904762, 1.0, 0.002777777777777778, 1.0, 0.07142857142857142, 1.0, 0.01098901098901099, 1.0, 0.09090909090909091, 1.0, 0.014084507042253521, 1.0, 0.004048582995951417, 1.0, 1.0, 1.0, 0.0010235414534288639, 0.08333333333333333, 0.0010416666666666667, 0.5, 0.2, 0.2, 0.16666666666666666, 0.3333333333333333, 0.5, 0.14285714285714285, 1.0, 0.25, 0.25, 0.25, 0.125, 0.010638297872340425, 0.3333333333333333, 0.09090909090909091, 0.3333333333333333, 0.25, 0.5, 0.023809523809523808, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.61,0.5
329151,xmodey,sp_3376,1/2-1/2,Sicilian Defense: Lasker-Dunne Attack,B20,65,"['e2e4', 'c7c5', 'g2g3', 'd7d5', 'e4d5', 'd8d5', 'g1f3', 'c8g4', 'f1g2', 'd5e4', 'e1f1', 'g8f6', 'b1c3', 'e4c6', 'h2h3', 'g4h5', 'g3g4', 'h5g6', 'f3e5', 'c6c7', 'e5g6', 'h7g6', 'd2d4', 'c5d4', 'd1d4', 'b8c6', 'd4c4', 'e7e6', 'c1f4', 'c7b6', 'c3b5', 'a8c8', 'a1d1', 'f8e7', 'b5d6', 'e7d6', 'f4d6', 'b6b2', 'g4g5', 'f6d7', 'h3h4', 'd7b6', 'c4d3', 'c6b4', 'd6b4', 'b2b4', 'g2b7', 'e8g8', 'b7c8', 'f8c8', 'h1h3', 'b6d5', 'a2a3', 'b4a4', 'd3b3', 'a4g4', 'b3f3', 'g4c4', 'f3d3', 'c4g4', 'd3f3', 'g4c4', 'f3d3', 'c4g4', 'd3f3']","['e2e4', 'c7c5', 'g2g3']","[0.0625, 1.0, 0.0125, 0.038461538461538464, 0.09090909090909091, 0.2, 0.14285714285714285, 0.2, 0.1, 0.14285714285714285, 0.00819672131147541, 0.5, 0.006756756756756757, 0.5, 0.01282051282051282, 0.5, 0.02, 1.0, 0.027777777777777776, 1.0, 0.0014534883720930232, 0.5, 0.0045871559633027525, 1.0, 0.08333333333333333, 1.0, 0.008130081300813009, 1.0, 0.02127659574468085, 1.0, 0.0013850415512465374, 1.0, 0.009345794392523364, 0.5, 0.0031746031746031746, 0.5, 0.017543859649122806, 0.5, 0.0015360983102918587, 1.0, 0.05, 0.0021321961620469083, 0.1, 0.0015748031496062992, 0.0010162601626016261, 0.06666666666666667, 0.02631578947368421, 0.00558659217877095, 0.029411764705882353, 1.0, 0.0011534025374855825, 0.08333333333333333, 0.05263157894736842, 0.058823529411764705, 1.0, 0.05555555555555555, 0.125, 1.0, 1.0, 0.0035587188612099642, 0.058823529411764705, 0.08333333333333333, 0.16666666666666666, 0.25, 0.018867924528301886]",0.1,0.49
327778,Daniel_Magen,steva23,0-1,Caro-Kann Defense: Classical Variation,B18,170,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'c8f5', 'e4g3', 'f5g6', 'g1f3', 'g8f6', 'h2h4', 'h7h6', 'h4h5', 'g6h7', 'f1d3', 'h7d3', 'd1d3', 'e7e6', 'c1f4', 'f8d6', 'f4d6', 'd8d6', 'e1c1', 'b8d7', 'c1b1', 'e8c8', 'c2c4', 'd6c7', 'd3a3', 'c8b8', 'a3e7', 'd7b6', 'e7c7', 'b8c7', 'b2b3', 'b6d7', 'b1c2', 'h8e8', 'h1e1', 'c6c5', 'c2c3', 'c5d4', 'f3d4', 'a7a6', 'b3b4', 'd7b6', 'c3b3', 'd8d7', 'd4f3', 'e8d8', 'd1d7', 'd8d7', 'f3e5', 'd7e7', 'a2a4', 'b6d7', 'e5d3', 'd7b8', 'd3f4', 'e7d7', 'b4b5', 'd7d2', 'e1e2', 'd2d1', 'f2f3', 'a6a5', 'e2e3', 'b8d7', 'f4d3', 'b7b6', 'b3c3', 'd1a1', 'g3e2', 'a1a4', 'g2g4', 'a4a3', 'c3b2', 'a3a4', 'b2b3', 'a4a1', 'e2c1', 'd7c5', 'b3b2', 'c5d3', 'b2a1', 'd3c1', 'a1b2', 'f6d7', 'b2c1', 'c7d6', 'e3d3', 'd6e7', 'c1c2', 'd7e5', 'd3c3', 'e7d6', 'c2b3', 'd6c5', 'f3f4', 'e5g4', 'c3g3', 'f7f5', 'b3c3', 'a5a4', 'g3g1', 'a4a3', 'g1a1', 'g4f6', 'a1a3', 'f6h5', 'a3a8', 'h5f4', 'a8c8', 'c5d6', 'c8c6', 'd6e5', 'c6b6', 'g7g5', 'b6a6', 'g5g4', 'b5b6', 'e5d6', 'c3b4', 'd6c6', 'c4c5', 'f4d3', 'b4c4', 'd3c5', 'a6a1', 'c5b7', 'a1h1', 'b7d6', 'c4d3', 'c6b6', 'h1h6', 'b6c5', 'h6e6', 'c5d5', 'e6f6', 'd5e5', 'f6f8', 'e5f4', 'd3e2', 'd6e4', 'e2f1', 'e4g5', 'f1e1', 'g5h3', 'f8b8', 'f4g3', 'e1f1', 'f5f4', 'b8b3', 'f4f3', 'b3a3', 'h3f4', 'a3b3', 'f4g2', 'b3a3', 'g3f4', 'f1g1', 'g2e3', 'a3a4', 'f4g3', 'a4a3', 'f3f2', 'g1h1', 'f2f1q']","['e2e4', 'c7c6', 'd2d4']","[0.029411764705882353, 0.3333333333333333, 0.0196078431372549, 0.2, 0.004464285714285714, 0.5, 0.5, 0.14285714285714285, 0.04, 1.0, 0.03571428571428571, 1.0, 0.030303030303030304, 0.5, 0.08333333333333333, 0.07142857142857142, 0.14285714285714285, 1.0, 0.034482758620689655, 0.5, 0.09090909090909091, 0.3333333333333333, 0.07142857142857142, 0.058823529411764705, 0.25, 0.07142857142857142, 0.5, 0.018867924528301886, 0.02127659574468085, 0.25, 0.045454545454545456, 1.0, 0.0033444816053511705, 0.029411764705882353, 0.045454545454545456, 0.16666666666666666, 0.045454545454545456, 0.5, 0.1, 1.0, 0.1, 0.125, 0.017543859649122806, 0.25, 0.027777777777777776, 0.25, 0.1111111111111111, 0.5, 0.14285714285714285, 0.1111111111111111, 0.125, 0.125, 0.25, 0.05555555555555555, 0.014705882352941176, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.07142857142857142, 0.5, 0.011111111111111112, 0.3333333333333333, 0.011111111111111112, 0.014285714285714285, 0.02127659574468085, 0.001184834123222749, 0.3333333333333333, 0.027777777777777776, 0.5, 0.0058823529411764705, 1.0, 0.07142857142857142, 1.0, 0.004694835680751174, 1.0, 0.004310344827586207, 0.25, 0.0019120458891013384, 1.0, 0.0016286644951140066, 1.0, 0.005405405405405406, 0.3333333333333333, 0.0022371364653243847, 0.3333333333333333, 0.0040650406504065045, 0.002617801047120419, 1.0, 0.005988023952095809, 0.5, 0.05263157894736842, 1.0, 0.5, 1.0, 0.023255813953488372, 1.0, 0.009345794392523364, 1.0, 0.07692307692307693, 1.0, 0.001422475106685633, 1.0, 0.0030211480362537764, 1.0, 0.010638297872340425, 1.0, 0.0035971223021582736, 1.0, 0.00129366106080207, 0.3333333333333333, 0.0022271714922048997, 1.0, 0.25, 1.0, 0.16666666666666666, 1.0, 0.2, 1.0, 0.5, 1.0, 0.00847457627118644, 1.0, 0.5, 1.0, 0.001002004008016032, 1.0, 0.0010204081632653062, 1.0, 0.05263157894736842, 0.003787878787878788, 1.0, 0.0010309278350515464, 0.08333333333333333, 0.001658374792703151, 0.3333333333333333, 0.0022172949002217295, 0.2, 0.07692307692307693, 1.0, 0.03125, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.022727272727272728, 0.16666666666666666, 0.034482758620689655, 0.16666666666666666, 0.009433962264150943, 0.14285714285714285, 0.0625, 0.2, 0.05, 0.2, 0.00398406374501992, 0.25, 0.0011947431302270011, 0.25, 0.001142857142857143, 0.16666666666666666, 0.043478260869565216, 0.5, 0.045454545454545456, 0.3333333333333333, 0.0018726591760299626, 0.5, 0.0625, 0.2, 1.0, 1.0, 1.0]",0.23,0.4
7834,Mettigel,piongu,0-1,Polish Opening,A00,52,"['b2b4', 'e7e5', 'c1b2', 'f8b4', 'b2e5', 'g8f6', 'e2e3', 'd7d5', 'c2c4', 'e8g8', 'g1f3', 'f8e8', 'e5b2', 'c8g4', 'f1e2', 'd5c4', 'e2c4', 'f6e4', 'e1g1', 'b8c6', 'd2d4', 'b4d6', 'c4e2', 'd8f6', 'b1d2', 'e4d2', 'f3d2', 'g4e2', 'd1e2', 'c6d4', 'e2g4', 'd4e2', 'g4e2', 'f6b2', 'a1b1', 'b2a2', 'b1a1', 'a2d5', 'd2c4', 'd6f8', 'f1d1', 'd5e6', 'c4a5', 'b7b6', 'a5c4', 'a7a5', 'a1c1', 'g7g6', 'e2f3', 'a5a4', 'g2g3', 'a4a3']","['b2b4', 'e7e5', 'c1b2']","[0.0125, 0.016666666666666666, 0.25, 0.01639344262295082, 0.5, 0.025, 0.5, 0.25, 0.25, 0.0016501650165016502, 0.5, 0.014925373134328358, 1.0, 0.02631578947368421, 1.0, 0.058823529411764705, 0.0625, 0.14285714285714285, 0.001451378809869376, 0.125, 0.034482758620689655, 0.07692307692307693, 0.020833333333333332, 1.0, 0.024390243902439025, 0.25, 0.06666666666666667, 0.09090909090909091, 0.2, 0.05263157894736842, 0.000999000999000999, 0.045454545454545456, 1.0, 0.07142857142857142, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.55,0.43
385423,luka1950,szachus,1-0,Robatsch (Modern) Defense,B06,23,"['e2e4', 'g7g6', 'd2d4', 'f8g7', 'h2h4', 'd7d5', 'e4e5', 'c7c5', 'd4c5', 'g7e5', 'g1f3', 'c8g4', 'c2c4', 'd5d4', 'f1e2', 'g4f3', 'e2f3', 'b8c6', 'd1a4', 'a8c8', 'e1g1', 'd8a5', 'f3c6']","['e2e4', 'g7g6', 'd2d4']","[0.024390243902439025, 0.5, 0.0196078431372549, 1.0, 0.007575757575757576, 0.3333333333333333, 0.012987012987012988, 0.5, 0.00819672131147541, 0.00909090909090909, 0.5, 0.07142857142857142, 0.2, 0.06666666666666667, 0.2, 0.02702702702702703, 0.016666666666666666, 0.25, 0.0625, 0.016666666666666666, 0.5, 0.008771929824561403, 1.0]",0.21,0.25
148571,chessnightmare,uoylliki,1-0,Sicilian Defense: Smith-Morra Gambit,B21,43,"['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'e7e6', 'f1c4', 'a7a6', 'g1f3', 'b7b5', 'c4b3', 'c8b7', 'e1g1', 'b5b4', 'c3d5', 'e6d5', 'e4d5', 'd7d6', 'f1e1', 'f8e7', 'f3d4', 'e8f8', 'd1f3', 'b8d7', 'd4c6', 'b7c6', 'd5c6', 'd7f6', 'c1f4', 'a8c8', 'a1c1', 'd6d5', 'c6c7', 'd8d7', 'f3d3', 'a6a5', 'd3a6', 'f6h5', 'b3a4', 'd7f5', 'e1e5']","['e2e4', 'c7c5', 'd2d4']","[0.03333333333333333, 1.0, 0.034482758620689655, 1.0, 0.025, 0.16666666666666666, 0.5, 0.018518518518518517, 0.045454545454545456, 0.037037037037037035, 0.25, 0.022727272727272728, 0.2, 0.006578947368421052, 0.3333333333333333, 0.0070921985815602835, 0.006172839506172839, 0.5, 0.007462686567164179, 0.09090909090909091, 0.0011750881316098707, 0.007692307692307693, 0.023809523809523808, 0.25, 0.0011494252873563218, 0.012195121951219513, 0.0010030090270812437, 0.014084507042253521, 1.0, 1.0, 0.001366120218579235, 0.2, 0.06666666666666667, 0.020833333333333332, 0.008064516129032258, 1.0, 0.020833333333333332, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25,0.4
220205,TheChessPrince,dialysator,1-0,Benoni Defense: Old Benoni,A43,125,"['d2d4', 'c7c5', 'd4d5', 'd7d6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'e7e6', 'g1f3', 'e6d5', 'c4d5', 'a7a6', 'a2a4', 'c8g4', 'f1e2', 'g4f3', 'e2f3', 'b8d7', 'e1g1', 'g8e7', 'f3e2', 'e8g8', 'c1e3', 'd8c7', 'd1d2', 'f7f5', 'e3h6', 'g7h6', 'd2h6', 'f5f4', 'e2g4', 'd7e5', 'g4e6', 'g8h8', 'f2f3', 'a8b8', 'a4a5', 'e7g8', 'h6h4', 'c7e7', 'h4f2', 'e7c7', 'c3e2', 'b7b5', 'a5b6', 'b8b6', 'f2h4', 'c7e7', 'h4e1', 'f8b8', 'e2f4', 'e7g5', 'e1c1', 'g8f6', 'f1f2', 'f6e8', 'g1h1', 'e8c7', 'e6h3', 'c7b5', 'f4e6', 'g5c1', 'a1c1', 'b5d4', 'e6d4', 'c5d4', 'f2d2', 'b6b2', 'd2d4', 'b2b1', 'd4d1', 'b1c1', 'd1c1', 'a6a5', 'c1a1', 'b8b5', 'h3e6', 'a5a4', 'h2h4', 'b5b4', 'h1h2', 'h8g7', 'h2g3', 'g7f6', 'g3f4', 'e5c4', 'g2g4', 'h7h6', 'g4g5', 'h6g5', 'h4g5', 'f6g7', 'f4g4', 'c4e5', 'g4f4', 'e5d3', 'f4e3', 'd3c5', 'e6g4', 'b4b3', 'e3d4', 'a4a3', 'd4c4', 'b3e3', 'c4d4', 'e3d3', 'd4c4', 'd3e3', 'a1a2', 'g7f7', 'c4d4', 'e3b3', 'd4c4', 'b3b2', 'a2a3', 'b2b7', 'a3a5', 'b7c7', 'c4b5', 'c5b7', 'a5a7', 'c7e7', 'b5b6']","['d2d4', 'c7c5', 'd4d5']","[0.02, 0.125, 0.004219409282700422, 0.5, 0.023255813953488372, 1.0, 0.0030864197530864196, 1.0, 0.03225806451612903, 0.5, 0.01098901098901099, 1.0, 0.1111111111111111, 0.5, 0.0022675736961451248, 0.5, 0.0025974025974025974, 0.25, 0.014285714285714285, 1.0, 0.017857142857142856, 1.0, 1.0, 1.0, 0.004878048780487805, 0.5, 0.00273224043715847, 0.08333333333333333, 0.008547008547008548, 0.5, 0.05263157894736842, 0.023809523809523808, 0.05263157894736842, 0.05, 0.25, 0.14285714285714285, 0.3333333333333333, 0.0625, 0.0072992700729927005, 0.058823529411764705, 0.5, 0.00510204081632653, 0.006134969325153374, 0.009708737864077669, 0.01020408163265306, 0.027777777777777776, 0.5, 0.022727272727272728, 0.16666666666666666, 0.0014858841010401188, 0.25, 0.002506265664160401, 0.007407407407407408, 0.037037037037037035, 0.0016051364365971107, 0.037037037037037035, 0.013888888888888888, 0.003952569169960474, 0.01, 0.5, 0.02631578947368421, 0.09090909090909091, 0.037037037037037035, 1.0, 1.0, 0.0014124293785310734, 1.0, 0.0011668611435239206, 0.07692307692307693, 0.01098901098901099, 1.0, 0.011235955056179775, 0.2, 0.037037037037037035, 0.16666666666666666, 0.017857142857142856, 1.0, 0.03571428571428571, 0.008695652173913044, 0.0625, 0.09090909090909091, 0.06666666666666667, 0.25, 0.5, 0.14285714285714285, 0.02564102564102564, 0.034482758620689655, 0.0024875621890547263, 0.09090909090909091, 1.0, 0.1, 0.07142857142857142, 0.01694915254237288, 0.2, 0.047619047619047616, 0.009523809523809525, 0.05263157894736842, 0.001148105625717566, 0.2, 0.010416666666666666, 0.25, 0.027777777777777776, 0.07142857142857142, 0.05263157894736842, 0.002512562814070352, 1.0, 0.012658227848101266, 0.001001001001001001, 0.023255813953488372, 0.1111111111111111, 0.01694915254237288, 0.14285714285714285, 0.25, 0.06666666666666667, 0.013513513513513514, 0.2, 1.0, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]",0.21,0.31
171165,Chessiah,BiotixJack,0-1,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",A28,42,"['c2c4', 'e7e5', 'b1c3', 'g8f6', 'g1f3', 'b8c6', 'd2d3', 'h7h6', 'a2a3', 'a7a6', 'g2g3', 'f8c5', 'f1g2', 'd7d6', 'e1g1', 'e8g8', 'a1b1', 'c8f5', 'b2b4', 'c5a7', 'f3d2', 'd8c8', 'c3d5', 'f6d5', 'c4d5', 'c6e7', 'c1b2', 'f5h3', 'd1b3', 'c8d7', 'b1c1', 'a8c8', 'c1c2', 'd7f5', 'd2e4', 'f8d8', 'f1c1', 'h3g2', 'g1g2', 'c7c6', 'f2f3', 'e7d5']","['c2c4', 'e7e5', 'b1c3']","[0.022727272727272728, 0.25, 1.0, 0.25, 0.0625, 0.16666666666666666, 0.5, 0.09090909090909091, 0.16666666666666666, 0.05555555555555555, 0.125, 0.25, 0.05, 0.5, 1.0, 0.5, 0.06666666666666667, 0.0625, 0.01818181818181818, 1.0, 0.011904761904761904, 0.125, 0.016666666666666666, 0.02857142857142857, 0.5, 0.07692307692307693, 0.3333333333333333, 0.027777777777777776, 0.5, 0.023809523809523808, 0.2, 0.018867924528301886, 1.0, 0.008333333333333333, 0.2, 0.0018450184501845018, 0.25, 0.05263157894736842, 0.3333333333333333, 0.047619047619047616, 0.017857142857142856, 1.0]",0.3,0.22
262337,Zahier,Ermolaev,0-1,King's Indian Attack,A07,40,"['g1f3', 'd7d5', 'g2g3', 'b8c6', 'f1g2', 'e7e5', 'e1g1', 'f7f6', 'd2d3', 'c8e6', 'b1d2', 'g8e7', 'c2c4', 'd8d7', 'd1b3', 'e8c8', 'b3a4', 'h7h5', 'h2h4', 'e6h3', 'b2b3', 'g7g5', 'g2h3', 'd7h3', 'h4g5', 'h5h4', 'g3h4', 'h3g4', 'g1h2', 'h8h4', 'f3h4', 'g4h4', 'h2g2', 'h4g4', 'g2h2', 'f8g7', 'd2f3', 'd8h8', 'f3h4', 'h8h4']","['g1f3', 'd7d5', 'g2g3']","[0.025, 0.5, 0.041666666666666664, 0.07692307692307693, 0.017543859649122806, 0.018867924528301886, 0.05, 0.012048192771084338, 0.045454545454545456, 0.038461538461538464, 1.0, 0.016666666666666666, 0.022727272727272728, 0.010309278350515464, 0.1111111111111111, 0.03225806451612903, 1.0, 0.00117096018735363, 0.005780346820809248, 0.0015151515151515152, 0.25, 0.03225806451612903, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.58,0.46
